#"ID_REF"	"GSM1599181"	"GSM1599182"	"GSM1599183"	"GSM1599187"	"GSM1599188"	"GSM1599189"
#CLASS	Healthy	Healthy	Healthy	TB	TB	TB
"ILMN_1652381"	14.0625	27.020834	12.854167	11.729167	9.770833	27.770834
"ILMN_1652392"	-6.1458335	-2.8958333	3.8958333	2.5625	5.0208335	-4.6458335
"ILMN_1652394"	364.85416	287.9375	486.5625	321.77084	345.8125	300.6875
"ILMN_1652397"	-0.0625	-12.9375	-18.604166	-3.8541667	-4.8125	-9.604167
"ILMN_1652407"	47.3125	57.270832	72.229164	56.645832	33.4375	43.1875
"ILMN_1652409"	27.0625	28.5625	31.270834	43.604168	29.5625	34.729168
"ILMN_1652412"	0.47916666	21.020834	10.520833	29.5625	10.6875	30.4375
"ILMN_1652413"	-5.3958335	-8.6875	-5.1875	-5.8541665	-14.645833	-6.7291665
"ILMN_1652417"	9.895833	26.479166	17.3125	7.5625	10.020833	7.7291665
"ILMN_1652424"	-3.4375	-2.8958333	6.1875	2.5625	-6.6458335	0.27083334
"ILMN_1652429"	1.1458334	-3.2291667	-8.0625	-2.4791667	1.8541666	-3.2291667
"ILMN_1652430"	-1.3541666	-3.8958333	-4.6875	3.0208333	5.3958335	-5.0625
"ILMN_1652431"	-16.6875	-7.5208335	-3.3958333	-11.3125	-9.354167	-9.4375
"ILMN_1652434"	2.4791667	16.1875	10.729167	23.229166	18.645834	21.479166
"ILMN_1652436"	-3.8125	-3.0625	0.104166664	1.3541666	1.1875	-1.0625
"ILMN_1652439"	8.145833	2.4375	7.5625	2.4375	1.3541666	1.1875
"ILMN_1652445"	0.7708333	1.1458334	4.0625	12.520833	2.4375	5.1041665
"ILMN_1652450"	1.3125	2.9375	2.3125	-3.1041667	-5.9791665	7.5208335
"ILMN_1652456"	8.9375	5.0625	-1.3958334	-4.3125	0.3125	10.729167
"ILMN_1652459"	48.145832	86.979164	52.895832	54.270832	60.645832	49.104168
"ILMN_1652461"	-2.8958333	-2.0625	-6.8958335	-6.7708335	7.5208335	2.0625
"ILMN_1652464"	-0.22916667	1.5625	-1.2291666	12.395833	5.7708335	1.1458334
"ILMN_1652465"	-0.6041667	6.4791665	3.6875	-3.2708333	1.1458334	-4.1458335
"ILMN_1652466"	-2.1041667	-3.8541667	6.6041665	-4.3125	-1.6458334	-4.9375
"ILMN_1652469"	4.1041665	5.4791665	15.770833	7.7708335	5.2291665	6.9375
"ILMN_1652472"	7.1875	13.5625	12.729167	8.979167	-3.3125	3.7708333
"ILMN_1652486"	7.2291665	10.9375	11.1875	18.604166	17.770834	15.895833
"ILMN_1652487"	34.5625	29.395834	20.604166	24.729166	23.895834	13.5625
"ILMN_1652488"	-5.1458335	-5.9375	-2.8125	3.6875	5.1041665	1.3541666
"ILMN_1652490"	-3.8958333	5.7708335	4.4375	3.8541667	2.9375	2.8125
"ILMN_1652494"	-2.3958333	-0.39583334	-9.145833	-6.3541665	-4.5208335	-2.3541667
"ILMN_1652505"	119.8125	85.6875	43.729168	113.645836	137.4375	79.895836
"ILMN_1652507"	-1.8541666	-2.8125	1.9375	7.6458335	-2.9791667	-0.6458333
"ILMN_1652512"	115.604164	106.4375	93.645836	129.35417	110.604164	97.645836
"ILMN_1652521"	160.02083	156.22917	83.8125	165.1875	123.979164	157.85417
"ILMN_1652525"	70.520836	53.104168	69.1875	56.520832	52.270832	51.8125
"ILMN_1652527"	-9.145833	-5.4375	-4.4791665	6.5625	2.9791667	4.7708335
"ILMN_1652533"	339.27084	414.39584	544.5208	167.5625	259.27084	402.97916
"ILMN_1652540"	9.520833	5.6458335	17.770834	17.3125	14.0625	18.604166
"ILMN_1652549"	4.6458335	-2.1041667	5.3541665	5.0208335	14.4375	16.5625
"ILMN_1652550"	-2.1875	4.9791665	-9.020833	1.1875	7.1875	0.6458333
"ILMN_1652574"	2.9791667	-1.3541666	-0.6875	6.5625	-5.0625	0.104166664
"ILMN_1652577"	-4.0208335	7.7291665	5.6458335	12.270833	8.770833	11.1875
"ILMN_1652578"	-4.9375	-4.8541665	-1.7708334	-5.3541665	-2.8125	-4.3541665
"ILMN_1652580"	12.9375	21.520834	7.1875	20.354166	17.479166	15.6875
"ILMN_1652594"	48.520832	40.854168	34.979168	40.520832	42.9375	50.020832
"ILMN_1652602"	9.395833	-6.5625	11.729167	8.729167	-0.9375	-2.1875
"ILMN_1652604"	2.5625	1.1458334	-6.6875	7.6458335	5.9375	3.1458333
"ILMN_1652609"	-4.1041665	-1.0208334	2.0625	-8.3125	-2.8541667	-3.3541667
"ILMN_1652611"	-1.3125	1.3541666	-8.020833	7.2291665	6.3541665	4.6458335
"ILMN_1652628"	-0.9375	-4.3541665	7.6041665	5.9375	2.4375	5.0625
"ILMN_1652631"	3668.2292	3415.7292	4112.396	5167.854	4898.6875	3653.4375
"ILMN_1652638"	55.4375	38.145832	53.604168	97.354164	69.1875	67.5625
"ILMN_1652639"	4.5625	0.6458333	8.0625	1.3125	-3.3958333	0.7708333
"ILMN_1652646"	-7.5208335	3.4791667	5.0208335	0.27083334	1.8958334	3.6875
"ILMN_1652647"	11.8125	13.1875	9.895833	16.5625	19.354166	8.604167
"ILMN_1652649"	1.8958334	-6.5625	-4.8125	-0.7708333	0.104166664	1.5625
"ILMN_1652650"	11.854167	11.1875	6.3541665	-9.4375	-1.0625	3.2291667
"ILMN_1652660"	8.104167	12.354167	28.770834	11.8125	5.7708335	14.604167
"ILMN_1652662"	18.270834	16.979166	8.479167	17.770834	26.9375	26.645834
"ILMN_1652666"	-0.9375	-3.3958333	-3.3958333	-4.5625	5.9375	-3.4375
"ILMN_1652670"	3.7708333	-6.2708335	-7.0208335	2.1458333	-3.3125	7.4375
"ILMN_1652674"	6.5625	-2.0625	2.5208333	-4.7708335	-8.5625	-4.6458335
"ILMN_1652677"	-0.5208333	15.020833	8.0625	51.645832	16.979166	23.229166
"ILMN_1652680"	193.85417	251.89583	194.89583	333.89584	264.35416	223.64583
"ILMN_1652685"	-1.2291666	5.0625	9.604167	0.35416666	-1.6458334	0.8125
"ILMN_1652687"	-4.0208335	6.3541665	-4.7708335	-8.0625	-0.9375	-3.2291667
"ILMN_1652689"	21.4375	0.35416666	4.9375	6.8541665	-3.7708333	5.9791665
"ILMN_1652693"	-3.1041667	-3.8958333	-2.3541667	-0.6458333	-4.3541665	-7.0208335
"ILMN_1652694"	1.3541666	-2.1041667	-4.4375	8.1875	-8.645833	-8.729167
"ILMN_1652700"	12.395833	8.104167	6.7708335	10.520833	9.0625	7.5625
"ILMN_1652701"	0.3125	-0.9375	19.604166	2.9375	-0.8125	6.3541665
"ILMN_1652711"	18.604166	2.8541667	10.1875	-0.7708333	6.2708335	0.6041667
"ILMN_1652715"	-9.0625	0.8125	-11.104167	-6.8125	-7.7708335	0.104166664
"ILMN_1652716"	11.520833	8.9375	5.3541665	38.8125	37.854168	31.145834
"ILMN_1652719"	22.6875	-4.8958335	3.4791667	9.395833	7.0625	0.5625
"ILMN_1652721"	2.5625	12.4375	9.1875	3.6458333	14.645833	3.1458333
"ILMN_1652722"	243.1875	250.27083	344.3125	398.52084	398.02084	292.0625
"ILMN_1652727"	-0.020833334	-4.3541665	4.0625	8.4375	-0.3125	10.9375
"ILMN_1652729"	-4.0208335	5.6041665	-6.3541665	1.1458334	-7.1041665	-7.1041665
"ILMN_1652732"	-3.7708333	-0.7708333	6.7291665	0.4375	-3.2291667	-5.9375
"ILMN_1652735"	36.9375	28.604166	12.604167	22.479166	24.645834	35.5625
"ILMN_1652736"	7.3541665	10.9375	59.229168	20.6875	31.0625	35.770832
"ILMN_1652737"	3.8958333	3.8541667	-1.1875	8.354167	5.8125	-2.8541667
"ILMN_1652740"	-1.3125	-0.9375	-5.5625	3.0625	-0.7708333	-6.9791665
"ILMN_1652745"	-8.6875	-8.520833	-6.6458335	4.3958335	-4.6458335	-3.4375
"ILMN_1652747"	4.6458335	2.3125	5.3541665	-3.1041667	3.8958333	14.520833
"ILMN_1652749"	23.3125	35.895832	52.9375	36.145832	21.8125	34.5625
"ILMN_1652753"	67.270836	72.729164	30.9375	89.104164	77.1875	77.145836
"ILMN_1652754"	253.14583	317.39584	548.7292	347.89584	388.1875	339.9375
"ILMN_1652756"	-3.0208333	-3.8125	-3.0625	0.35416666	4.6458335	2.8958333
"ILMN_1652758"	1.3125	5.0625	-1.4375	1.3541666	-0.6875	4.6458335
"ILMN_1652761"	-0.4375	-2.1875	5.8541665	-2.1875	-8.6875	7.4791665
"ILMN_1652762"	107.270836	172.97917	53.354168	74.520836	62.145832	59.729168
"ILMN_1652763"	6.5625	8.979167	3.9375	19.604166	10.729167	-1.7708334
"ILMN_1652768"	8285.8545	7264.354	11780.4375	10722.6455	12452.6045	10383.0205
"ILMN_1652777"	32.5625	47.9375	15.229167	47.229168	75.6875	50.104168
"ILMN_1652780"	-4.5208335	0.104166664	-9.520833	-2.1041667	-3.2291667	4.7708335
"ILMN_1652784"	-3.1041667	-0.9375	-1.6458334	-0.6458333	1.9375	-2.1041667
"ILMN_1652786"	-8.3125	-0.8958333	-7.9791665	0.35416666	1.1875	-4.0208335
"ILMN_1652787"	944.5208	1126.0209	967.4375	1632.9791	1493.0625	1621.9375
"ILMN_1652790"	36.979168	62.770832	7.2708335	25.229166	17.0625	15.229167
"ILMN_1652797"	-7.0625	10.395833	-6.8958335	3.2291667	-1.2708334	-6.7291665
"ILMN_1652799"	-0.6875	-0.9375	-2.3541667	-0.7291667	-2.7291667	2.6458333
"ILMN_1652806"	215.9375	179.85417	174.85417	151.9375	156.35417	126.270836
"ILMN_1652807"	-4.4791665	-2.1041667	-0.6458333	7.4791665	3.8958333	2.0625
"ILMN_1652808"	9.0625	6.7291665	2.4375	3.2291667	-2.1458333	-7.7291665
"ILMN_1652819"	8.0625	13.645833	12.854167	9.604167	7.4375	17.979166
"ILMN_1652825"	1066.1459	866.8958	646.9375	841.5625	702.2292	906.1458
"ILMN_1652826"	16.854166	2.1041667	-4.7291665	2.1458333	18.1875	-6.1041665
"ILMN_1652837"	0.8125	-4.3541665	4.1041665	0.8541667	6.8541665	3.2291667
"ILMN_1652846"	26.9375	23.104166	38.8125	29.8125	27.479166	27.3125
"ILMN_1652852"	2.1875	5.1875	-1.3125	14.895833	3.0208333	15.270833
"ILMN_1652854"	5.7708335	-5.9791665	-2.0208333	-2.9791667	5.8125	2.1458333
"ILMN_1652857"	-6.3958335	-7.9791665	-3.0625	-5.9791665	-10.6875	-8.8125
"ILMN_1652865"	12.479167	4.6458335	10.6875	7.5625	9.229167	10.1875
"ILMN_1652866"	0.7708333	-2.0208333	7.6458335	3.5208333	-4.6875	1.3541666
"ILMN_1652871"	-6.1458335	2.4375	-4.3958335	-2.0625	-0.4375	7.5625
"ILMN_1652872"	5.8125	0.35416666	1.2291666	5.3125	10.9375	-1.3958334
"ILMN_1652876"	-2.7708333	-3.4375	1.1458334	-2.0208333	7.5625	-0.7291667
"ILMN_1652881"	-4.6041665	0.6875	-3.8541667	3.9791667	9.0625	0.0625
"ILMN_1652888"	2.9375	5.7708335	-3.1041667	14.8125	3.8541667	3.7708333
"ILMN_1652890"	3.0625	9.520833	-1.2291666	0.5625	8.229167	1.1458334
"ILMN_1652906"	198.6875	205.1875	210.3125	198.3125	227.9375	199.72917
"ILMN_1652907"	164.6875	161.3125	137.10417	205.97917	183.4375	171.8125
"ILMN_1652913"	19.854166	33.9375	28.604166	13.5625	4.6458335	11.395833
"ILMN_1652918"	19.8125	5.0208335	28.604166	15.770833	30.229166	7.3541665
"ILMN_1652927"	3.0625	4.5208335	11.3125	3.1875	4.0208335	-1.9375
"ILMN_1652928"	6.8958335	8.479167	14.4375	11.479167	13.4375	16.4375
"ILMN_1652929"	84.270836	95.229164	42.604168	22.1875	6.7708335	45.270832
"ILMN_1652931"	6.4791665	4.5625	1.5625	0.6041667	12.3125	6.7291665
"ILMN_1652938"	-6.7708335	-9.354167	-7.4375	10.020833	-11.104167	-10.395833
"ILMN_1652939"	14.354167	5.2291665	7.5625	9.770833	12.3125	17.3125
"ILMN_1652940"	-7.6875	4.1041665	-8.1875	-14.020833	-2.8541667	-10.395833
"ILMN_1652946"	0.7291667	-6.8958335	-1.1458334	-2.9791667	-3.8958333	-4.5208335
"ILMN_1652952"	-7.1458335	-3.0208333	-3.7708333	-4.9375	-1.3958334	10.729167
"ILMN_1652955"	4471.896	4079.6042	4656.646	4762.9375	4994.8125	6139.396
"ILMN_1652959"	-4.4375	-5.2291665	4.6458335	-6.7291665	-1.2291666	3.9375
"ILMN_1652963"	-6.8958335	-2.7291667	-1.0625	-6.3958335	-6.3958335	-9.4375
"ILMN_1652967"	2.4375	-2.8958333	0.3125	9.0625	-0.39583334	-2.8125
"ILMN_1652969"	1.9375	23.270834	4.3541665	-0.7291667	2.7708333	7.1875
"ILMN_1652975"	1.5208334	3.8541667	6.1875	-2.9791667	-1.1458334	-3.7291667
"ILMN_1652977"	5.6041665	0.14583333	-1.2291666	3.2291667	1.3541666	3.0208333
"ILMN_1652982"	9.520833	8.479167	13.479167	7.1875	7.1875	11.3125
"ILMN_1652989"	67.729164	107.5625	24.520834	113.645836	119.020836	117.729164
"ILMN_1652990"	-2.8958333	-2.9791667	9.770833	0.6041667	-0.47916666	4.9791665
"ILMN_1652991"	7.0625	0.6041667	7.2291665	4.6458335	1.1458334	0.7291667
"ILMN_1652992"	-5.1458335	-5.0625	1.8958334	-5.6041665	-6.5625	-5.5625
"ILMN_1652996"	9.0625	3.1041667	3.2291667	7.5625	7.5625	-1.6458334
"ILMN_1652998"	-9.4375	-6.3958335	-0.9375	-7.0625	-6.1458335	-6.1041665
"ILMN_1653001"	0.35416666	-4.6875	-2.1875	3.0625	2.0208333	-2.0625
"ILMN_1653006"	6.4791665	5.9375	-2.0625	5.8125	6.7291665	3.9791667
"ILMN_1653018"	-2.6041667	-4.3541665	-5.0625	-1.9375	-8.354167	-5.5625
"ILMN_1653026"	836.3958	506.8125	540.6458	3227.6042	1446.2291	1630.7709
"ILMN_1653028"	-7.3958335	-1.4791666	7.2708335	-4.3125	-1.5208334	-0.020833334
"ILMN_1653031"	9.604167	5.0625	7.3541665	11.729167	8.145833	1.9375
"ILMN_1653033"	4.4375	9.895833	5.0625	4.6458335	1.9375	4.6458335
"ILMN_1653039"	520.5208	282.35416	639.5625	329.85416	375.1875	458.6875
"ILMN_1653040"	5.6041665	-1.2708334	1.5625	-1.1458334	2.1458333	-2.8958333
"ILMN_1653042"	0.8125	8.270833	6.8958335	4.4375	5.9375	6.8958335
"ILMN_1653043"	-0.3125	0.104166664	4.6458335	-0.39583334	9.8125	-0.9375
"ILMN_1653047"	67.479164	54.6875	18.520834	29.8125	20.729166	23.479166
"ILMN_1653055"	-0.7291667	9.8125	3.6875	-5.3541665	-4.4375	-9.1875
"ILMN_1653056"	33.604168	27.604166	23.4375	11.645833	4.6458335	15.770833
"ILMN_1653057"	0.104166664	-9.4375	-4.9375	0.104166664	-8.1875	1.3958334
"ILMN_1653073"	-0.22916667	-3.7291667	-2.9791667	-3.0625	-4.0208335	-5.7291665
"ILMN_1653077"	5.1875	-5.7708335	-0.14583333	-3.4375	2.6458333	5.3541665
"ILMN_1653092"	2.8541667	-4.7708335	1.3541666	-4.3541665	-1.7708334	-1.1458334
"ILMN_1653098"	15.479167	-0.5208333	-4.3541665	1.7708334	4.2291665	7.8541665
"ILMN_1653102"	-5.6875	-8.979167	-0.8958333	-3.2708333	1.9791666	-1.1041666
"ILMN_1653103"	0.6041667	5.2291665	-4.3958335	-3.0625	7.5208335	-1.8541666
"ILMN_1653106"	-16.770834	-6.7291665	-4.9791665	0.8541667	-0.0625	0.35416666
"ILMN_1653115"	660.9375	480.77084	552.4375	518.6875	638.8958	400.8125
"ILMN_1653120"	-0.3125	-2.9791667	-3.0208333	-10.604167	-0.5208333	-3.8541667
"ILMN_1653125"	10.520833	17.270834	5.8125	9.5625	0.27083334	25.8125
"ILMN_1653127"	4.9375	-7.7708335	4.6458335	8.354167	9.1875	1.2708334
"ILMN_1653129"	73.5625	72.645836	26.854166	99.479164	100.020836	85.4375
"ILMN_1653133"	4.1041665	1.9375	4.9375	-0.9375	2.5625	4.2291665
"ILMN_1653134"	279.60416	320.47916	279.39584	304.47916	210.52083	249.1875
"ILMN_1653142"	3.0625	0.22916667	-1.2291666	6.7291665	-3.1041667	-3.7708333
"ILMN_1653143"	38.3125	71.645836	43.479168	21.0625	29.270834	38.8125
"ILMN_1653146"	6.2708335	12.270833	0.104166664	3.8541667	3.8541667	-4.0208335
"ILMN_1653150"	-5.4375	-6.9791665	-5.2291665	9.770833	-2.1875	-3.7708333
"ILMN_1653155"	-3.8958333	-3.8958333	2.1458333	-4.3541665	-0.7708333	-12.895833
"ILMN_1653158"	-6.1875	-0.6458333	5.9375	-9.604167	-4.0208335	-5.7291665
"ILMN_1653161"	-5.7291665	-0.9375	-10.604167	-5.1458335	-7.9791665	-2.1041667
"ILMN_1653163"	4.7708335	6.7708335	8.229167	17.6875	10.729167	0.27083334
"ILMN_1653165"	81.9375	68.270836	79.1875	72.729164	93.020836	60.020832
"ILMN_1653166"	46.3125	31.3125	70.4375	22.604166	61.229168	56.645832
"ILMN_1653174"	-2.8958333	4.6041665	1.0208334	-7.6041665	-2.1041667	3.0625
"ILMN_1653180"	159.22917	281.35416	237.60417	121.604164	113.979164	152.77083
"ILMN_1653182"	16.270834	0.27083334	-1.1458334	4.1041665	15.1875	4.0625
"ILMN_1653185"	13.770833	5.6041665	6.3958335	17.9375	3.6875	4.4375
"ILMN_1653189"	-4.8125	1.3541666	-7.1041665	-4.3541665	-7.0625	-8.0625
"ILMN_1653193"	2.0625	2.9375	5.1875	-2.1875	3.8541667	-1.0625
"ILMN_1653198"	13.895833	4.1041665	-5.6041665	4.6458335	0.104166664	-4.3125
"ILMN_1653200"	19.604166	20.8125	22.229166	4.6458335	18.770834	5.3958335
"ILMN_1653202"	-1.9791666	5.3541665	1.1458334	-2.0208333	0.5208333	-1.7708334
"ILMN_1653203"	7.5625	11.854167	10.8125	27.604166	7.8125	22.9375
"ILMN_1653205"	1071.7709	1141.8959	1235.0209	1282.8541	1377.6041	1520.0625
"ILMN_1653207"	7.3541665	11.729167	19.020834	9.0625	4.9791665	11.604167
"ILMN_1653209"	1.5208334	-2.0625	3.8958333	9.0625	1.3541666	-3.7291667
"ILMN_1653211"	9.4375	-1.8125	0.5625	0.27083334	-4.4375	-13.145833
"ILMN_1653220"	376.64584	231.14583	566.1042	391.0625	318.10416	534.6042
"ILMN_1653228"	28.729166	13.770833	18.104166	6.7291665	13.0625	9.9375
"ILMN_1653240"	7.6041665	2.8125	10.854167	2.0625	-1.9375	6.2708335
"ILMN_1653251"	8.1875	1.1041666	6.2291665	-2.9375	-2.0625	4.1041665
"ILMN_1653263"	-3.6458333	0.104166664	-5.2708335	0.6041667	-4.0208335	2.0625
"ILMN_1653266"	410.39584	764.7708	346.6875	288.39584	181.4375	408.22916
"ILMN_1653267"	-4.3958335	-2.0625	-0.5208333	-2.9791667	-9.4375	-6.5625
"ILMN_1653274"	-2.1041667	-0.8125	5.2291665	2.2291667	-5.9791665	-4.9375
"ILMN_1653276"	16.0625	9.4375	14.6875	7.3541665	2.1458333	16.479166
"ILMN_1653278"	5.0208335	6.8125	-5.9375	-6.6041665	-2.0625	0.35416666
"ILMN_1653282"	4.6458335	4.3958335	8.9375	-6.9791665	4.6458335	2.9375
"ILMN_1653283"	-2.6041667	1.1458334	-1.0625	-1.9375	-2.9791667	5.1875
"ILMN_1653286"	-3.9791667	-1.7708334	3.6875	6.3541665	8.854167	-6.1458335
"ILMN_1653292"	550.5625	569.5208	593.7292	642.3125	649.8125	654.6458
"ILMN_1653310"	1.9791666	-5.6041665	12.520833	8.854167	6.3125	1.5625
"ILMN_1653314"	7.7708335	8.479167	25.395834	-0.7291667	2.8125	4.5208335
"ILMN_1653319"	11.729167	3.1041667	29.895834	9.8125	7.5625	11.729167
"ILMN_1653324"	0.22916667	-1.8958334	-6.4791665	-6.2708335	-4.4791665	-2.3125
"ILMN_1653332"	4.1041665	-1.9791666	-7.5208335	12.604167	3.2708333	-0.6041667
"ILMN_1653337"	11.4375	11.645833	24.8125	14.3125	15.729167	9.1875
"ILMN_1653340"	-3.7291667	-4.4791665	3.0625	-5.9375	-4.9375	-4.8125
"ILMN_1653342"	49.229168	45.4375	35.604168	46.9375	30.395834	36.395832
"ILMN_1653347"	19.854166	1.3958334	-3.8125	5.6875	12.229167	-3.0208333
"ILMN_1653352"	7.5625	8.229167	5.5625	-1.9791666	-1.1041666	4.1041665
"ILMN_1653355"	2.3541667	3.0625	8.1875	0.6041667	3.0625	4.9791665
"ILMN_1653358"	1.3541666	4.4375	3.0625	2.4375	-4.9791665	3.8541667
"ILMN_1653367"	119.854164	146.27083	135.97917	143.97917	123.895836	95.1875
"ILMN_1653368"	-0.9375	11.1875	4.8958335	6.0208335	-4.6458335	3.1875
"ILMN_1653369"	-1.1458334	3.7708333	0.8125	4.0625	2.1458333	5.7708335
"ILMN_1653372"	-5.1458335	-5.9375	5.6041665	0.8125	-2.9791667	-3.4375
"ILMN_1653376"	-2.1875	7.7708335	8.6875	-2.4375	-9.020833	-3.2291667
"ILMN_1653378"	0.8541667	-0.4375	7.7708335	-0.9375	3.2708333	6.0625
"ILMN_1653385"	-6.9791665	-9.4375	-2.8125	-3.7708333	-8.395833	-11.645833
"ILMN_1653386"	7.1875	8.020833	10.520833	-0.5208333	2.1041667	1.9375
"ILMN_1653390"	18.270834	18.395834	36.854168	6.8541665	13.895833	24.229166
"ILMN_1653394"	3.1041667	10.979167	-1.1458334	13.770833	15.229167	1.2291666
"ILMN_1653395"	-1.1041666	0.8541667	3.1041667	-3.8958333	9.895833	-1.8541666
"ILMN_1653404"	260.60416	182.0625	243.72917	198.22917	175.22917	211.27083
"ILMN_1653410"	13.020833	0.5208333	3.6875	2.9375	2.8125	8.104167
"ILMN_1653412"	1051.8541	1043.3125	1517.2709	672.2708	552.7708	824.3125
"ILMN_1653415"	4.5625	-3.8958333	2.1458333	-3.2708333	12.770833	0.8125
"ILMN_1653420"	-3.2708333	-2.6875	-4.9375	0.9791667	4.3958335	1.3958334
"ILMN_1653428"	3.6875	8.479167	0.6041667	-8.0625	-0.8958333	-11.1875
"ILMN_1653429"	111.270836	125.479164	100.020836	96.895836	79.4375	145.27083
"ILMN_1653432"	241.02083	218.14583	211.8125	112.895836	108.729164	110.604164
"ILMN_1653434"	-1.1041666	-4.3958335	-12.020833	0.6458333	-4.8541665	3.9375
"ILMN_1653437"	4.1041665	4.0208335	5.6041665	5.3125	0.6875	14.020833
"ILMN_1653438"	80.520836	43.6875	53.104168	128.10417	131.97917	127.979164
"ILMN_1653443"	-5.1458335	7.5625	4.7291665	5.2291665	4.1041665	9.4375
"ILMN_1653447"	5.3541665	-0.020833334	0.6875	1.3125	1.1458334	1.7708334
"ILMN_1653453"	4.1041665	1.1875	4.1041665	1.8541666	3.2708333	-0.6041667
"ILMN_1653458"	-0.9791667	-2.8541667	-4.3541665	-4.6875	0.6041667	-2.6875
"ILMN_1653459"	-3.0208333	6.5625	8.104167	-2.1875	0.3125	-3.0208333
"ILMN_1653461"	0.6875	-2.8958333	19.0625	3.2291667	2.3125	7.5625
"ILMN_1653463"	-4.0208335	3.3541667	-0.0625	-0.7708333	0.8958333	-1.1458334
"ILMN_1653466"	692.2708	150.77083	829.0625	30.145834	119.145836	190.27083
"ILMN_1653468"	-6.8958335	6.2708335	14.0625	8.604167	7.8541665	10.479167
"ILMN_1653469"	3400.3542	3065.3958	2422.6042	2707.0625	2683.9375	3532.7292
"ILMN_1653470"	-2.8958333	3.0625	-0.6041667	3.2291667	13.0625	4.9791665
"ILMN_1653471"	0.35416666	-7.9791665	-1.4791666	-2.1875	-2.3541667	-3.0625
"ILMN_1653480"	8.104167	10.9375	23.729166	-0.39583334	8.229167	6.6875
"ILMN_1653494"	3.3541667	15.479167	9.9375	1.0208334	-2.8958333	2.4375
"ILMN_1653496"	9.395833	1.2708334	11.729167	22.854166	10.979167	5.3541665
"ILMN_1653498"	512.2292	776.0625	608.4375	836.3958	463.85416	546.3958
"ILMN_1653500"	1.3125	5.0625	-2.1875	5.6458335	-1.5208334	-0.020833334
"ILMN_1653501"	0.35416666	-7.9791665	1.3958334	-5.0625	0.27083334	-5.9791665
"ILMN_1653504"	17.354166	25.1875	6.8541665	19.270834	21.270834	19.020834
"ILMN_1653506"	-2.1875	2.9375	-6.2708335	-5.1458335	-3.3958333	-5.0625
"ILMN_1653514"	27.729166	11.729167	20.020834	33.4375	36.229168	28.604166
"ILMN_1653524"	17.4375	20.645834	11.520833	12.145833	5.1041665	2.4375
"ILMN_1653527"	16.4375	7.5625	25.1875	6.8541665	8.520833	7.9791665
"ILMN_1653529"	10.4375	26.6875	10.3125	47.979168	67.8125	38.3125
"ILMN_1653553"	78.145836	67.604164	36.6875	32.9375	47.0625	57.229168
"ILMN_1653562"	-1.6458334	-3.2708333	-8.145833	-2.7291667	-5.4375	-1.2708334
"ILMN_1653566"	-3.0208333	-12.4375	-7.9375	-6.0208335	0.27083334	-4.9375
"ILMN_1653567"	-4.3541665	8.229167	-5.8958335	-3.7708333	2.4375	0.35416666
"ILMN_1653572"	-7.0208335	-1.1458334	-2.0208333	-2.0208333	4.1041665	5.0208335
"ILMN_1653573"	4.3958335	2.8541667	7.1875	3.8541667	8.020833	0.6041667
"ILMN_1653575"	43.9375	19.354166	27.3125	14.645833	6.2708335	18.520834
"ILMN_1653577"	6.0625	12.729167	-0.9375	9.4375	3.6875	-0.3125
"ILMN_1653578"	-0.22916667	-4.4375	0.27083334	0.6041667	-4.8958335	-3.7708333
"ILMN_1653579"	-2.9791667	5.8125	0.8125	2.3125	4.6458335	-2.0208333
"ILMN_1653583"	-6.1458335	-1.2291666	-5.9791665	-3.8958333	6.7291665	-8.645833
"ILMN_1653591"	-3.0208333	-0.8125	0.7708333	3.0625	-3.2708333	-0.020833334
"ILMN_1653599"	693.6458	501.27084	994.6042	535.6875	571.8958	719.9375
"ILMN_1653601"	28.770834	38.229168	34.770832	18.645834	12.3125	13.1875
"ILMN_1653603"	4.1041665	6.2291665	15.020833	19.270834	8.520833	14.895833
"ILMN_1653607"	10.1875	-1.9375	4.9791665	2.8541667	1.5625	8.020833
"ILMN_1653612"	35.020832	31.395834	20.979166	45.354168	40.479168	83.3125
"ILMN_1653613"	16.979166	27.729166	13.645833	31.229166	36.020832	28.354166
"ILMN_1653615"	6.0208335	13.4375	-3.1875	1.2291666	-8.979167	6.3541665
"ILMN_1653618"	113.0625	107.520836	78.854164	105.645836	65.9375	81.395836
"ILMN_1653622"	7.7708335	12.145833	35.3125	10.270833	1.9375	15.020833
"ILMN_1653628"	0.8125	-1.9791666	-1.9791666	-1.9375	-1.0625	11.020833
"ILMN_1653636"	0.7291667	1.6458334	-2.8958333	-1.0625	0.5625	-3.7291667
"ILMN_1653646"	7.1875	10.1875	8.145833	5.7708335	4.6875	9.0625
"ILMN_1653648"	4.2291665	-6.6875	8.520833	18.229166	20.0625	16.395834
"ILMN_1653650"	13.0625	13.520833	8.8125	-2.3541667	7.1875	4.6458335
"ILMN_1653652"	875.4375	871.3125	531.6458	315.64584	301.3125	385.22916
"ILMN_1653660"	-9.4375	4.2291665	0.6875	-6.1041665	-4.3541665	2.7708333
"ILMN_1653665"	-4.7708335	-3.1041667	5.2291665	1.3125	-3.3958333	10.6875
"ILMN_1653666"	3.1458333	4.6458335	2.6041667	-3.7708333	5.0208335	9.395833
"ILMN_1653667"	20.354166	15.479167	9.895833	-3.6875	13.9375	10.4375
